Subj_idx,Stimulus,Response,Confidence,RT_decConf,blocki,triali,keypress,coh_level,coherence,isCalibTrial,stairID,accTarget
1,1,1,4,3.149286985397339,2,105,z,5,0.8383814834138437,1,2,0.78
1,2,2,3,0.50689697265625,2,106,period,1,0.06063952912250881,1,1,0.52
1,2,2,3,0.42446279525756836,2,107,period,5,0.7676486964962116,1,2,0.78
1,1,1,4,0.576347827911377,2,108,z,5,0.7454230131889986,1,1,0.78
1,1,2,1,0.6154279708862305,2,109,m,3,0.13425706174837126,1,2,0.65
1,2,2,4,0.7717800140380859,2,110,slash,5,0.702883511731197,1,1,0.78
1,1,2,1,0.4803950786590576,2,111,m,3,0.021060317060139524,1,1,0.65
1,1,1,4,2.0167300701141357,2,112,z,5,0.6627716374760177,1,1,0.78
1,1,2,3,0.5132339000701904,2,113,period,1,0.026706471281495024,1,2,0.52
1,2,1,2,0.9258310794830322,2,114,c,3,0.034722592704740825,1,1,0.65
1,2,2,3,0.8176770210266113,2,115,period,5,0.6249488515682098,1,1,0.78
1,1,1,4,0.8046469688415527,2,116,z,3,0.16851572363093217,1,2,0.65
1,2,1,4,1.8765089511871338,2,117,z,1,0.033521218735329865,1,2,0.52
1,2,1,4,1.1119160652160645,2,118,z,3,0.05724787716616329,1,1,0.65
1,1,2,3,0.463223934173584,2,119,period,3,0.15063347580652062,1,2,0.65
1,1,2,4,0.6913020610809326,2,120,slash,5,0.702883511731197,1,2,0.78
1,1,1,4,0.7092170715332031,3,121,z,5,0.9279417432967757,1,2,0.78
1,1,1,4,1.9843559265136719,3,122,z,1,0.042074899886920855,1,2,0.52
1,1,2,3,0.9886648654937744,3,123,period,5,0.8647635644587608,1,2,0.78
1,2,2,1,1.3940680027008057,3,124,m,1,0.04814309612977125,1,1,0.52
1,2,2,1,0.5005769729614258,3,125,m,1,0.038221894834933115,1,1,0.52
1,1,2,4,0.7600669860839844,3,126,slash,3,0.1825743095716596,1,2,0.65
1,1,2,4,0.7866590023040771,3,127,slash,3,0.09438579278628159,1,1,0.65
1,1,2,4,0.5214087963104248,3,128,slash,5,0.5892845212323327,1,1,0.78
1,1,2,4,0.3280200958251953,3,129,slash,5,0.7142384123396948,1,1,0.78
1,1,2,4,0.2571251392364502,3,130,slash,5,0.8656879508640619,1,1,0.78
1,2,2,1,0.5836999416351318,3,131,m,3,0.22128798620024448,1,2,0.65
1,1,2,4,0.856860876083374,3,132,slash,1,0.030345228334188325,1,1,0.52
1,2,2,4,0.49811410903930664,3,133,slash,1,0.038088485215517144,1,1,0.52
1,1,1,4,0.2925260066986084,3,134,z,5,1.0,1,1,0.78
1,2,1,1,1.1283740997314453,3,135,v,1,0.03142501773485669,1,1,0.52
1,2,1,2,2.138833999633789,3,136,c,1,0.03471402098711308,1,2,0.52
1,1,1,4,0.6874699592590332,3,137,z,5,0.9508810526223523,1,1,0.78
1,1,1,4,0.5114219188690186,3,138,z,5,1.0,1,2,0.78
1,1,2,1,0.41991281509399414,3,139,m,1,0.042074899886920876,1,2,0.52
1,1,1,4,0.6267619132995605,3,140,z,5,0.9429324011935007,1,2,0.78
1,2,2,4,0.5682029724121094,3,141,slash,5,0.9041747762361928,1,1,0.78
1,1,1,4,0.5251400470733643,3,142,z,5,0.889121513220541,1,2,0.78
1,2,2,1,0.443770170211792,3,143,m,3,0.2010012470036258,1,2,0.65
1,2,2,4,1.2537589073181152,3,144,slash,5,0.8597626629820508,1,1,0.78
1,1,2,4,7.251396894454956,3,145,slash,3,0.18257430957165965,1,2,0.65
1,2,2,4,0.536890983581543,3,146,slash,3,0.21568606173423613,1,2,0.65
